Temps;Co-Produit;LPlume;LSang;LV_Cuiseur_1;LV_Cuiseur_2;LV_Cuiseur_3
08/10/2023;21;10.5;6.5;null;4;null
09/10/2023;172.70000000001164;33.79999999999927;28;32.79999999999927;35.70000000000073;42.5
10/10/2023;186.10000000000582;36.10000000000218;31.80000000000291;42.20000000000073;36.69999999999709;39.10000000000582
11/10/2023;223.20000000001164;43.70000000000073;33;47.5;48.79999999999927;50.099999999998545
12/10/2023;147.70000000001164;14.5;25.799999999999272;37.39999999999782;32.400000000001455;37.700000000004366
13/10/2023;178.80000000001746;32.5;30.600000000002183;31.200000000000728;40.5;44
14/10/2023;188.20000000001164;42.10000000000218;31.099999999998545;36.70000000000073;37.19999999999709;41.099999999998545
15/10/2023;5.100000000005821;2.400000000001455;2.7999999999992724;null;null;null
16/10/2023;169.19999999998254;25.599999999998545;26.19999999999709;31.599999999998545;38.400000000001455;47.599999999998545
17/10/2023;199.10000000000582;36.79999999999927;32.5;39.400000000001455;44.20000000000073;46.10000000000582
18/10/2023;187.89999999999418;35.900000000001455;30.200000000000728;36.400000000001455;36;49.400000000001455
19/10/2023;158.5;21;27.700000000000728;35.79999999999927;36.900000000001455;36.900000000001455
20/10/2023;169.39999999999418;30.799999999999272;28.100000000002183;32;37.79999999999927;40.700000000004366
21/10/2023;183.90000000002328;34.60000000000218;29.100000000002183;35.80000000000291;40.900000000001455;43.299999999995634
22/10/2023;16.10000000000582;2.900000000001455;6;0.2999999999992724;5.200000000000728;1.5999999999985448
23/10/2023;166.60000000000582;28;28.099999999998545;31;36.599999999998545;43
24/10/2023;197;39;30.900000000001455;38.20000000000073;40.5;48.5
25/10/2023;186.79999999998836;35.20000000000073;29.900000000001455;34.30000000000291;39.70000000000073;47.599999999998545
26/10/2023;152.79999999998836;23.299999999999272;28.200000000000728;24.599999999998545;32.5;44.200000000004366
27/10/2023;166;29.5;29.200000000000728;30.400000000001455;31.099999999998545;45.69999999999709
28/10/2023;179.70000000001164;40.20000000000073;28.900000000001455;27.600000000002183;39;44
29/10/2023;9.89999999999418;4.299999999999272;5.69999999999709;null;null;null
30/10/2023;172.79999999998836;32;28.900000000001455;29.799999999999272;40.900000000001455;41.30000000000291
31/10/2023;177.20000000001164;37.5;27.900000000001455;31.700000000000728;40.20000000000073;39.900000000001455
01/11/2023;191.5;42.29999999999927;30.200000000000728;35.400000000001455;44.400000000001455;39.299999999995634
02/11/2023;163.30000000001746;19.700000000000728;31.099999999998545;34;35.400000000001455;43.19999999999709
03/11/2023;166.39999999999418;51.400000000001455;31.700000000000728;29.5;20.5;33.19999999999709
04/11/2023;202.60000000000582;27.900000000001455;31.599999999998545;45.900000000001455;47.70000000000073;49.599999999998545
05/11/2023;28.5;9.899999999997817;11.400000000001455;1;2.399999999997817;3.7999999999956344
06/11/2023;130;23.600000000002183;21.099999999998545;20.900000000001455;27.100000000002183;37.30000000000291
07/11/2023;206.20000000001164;38.89999999999782;32.099999999998545;37.79999999999927;49.29999999999927;48.099999999998545
08/11/2023;190.5;40.79999999999927;31.400000000001455;32.89999999999782;40.29999999999927;45.10000000000582
09/11/2023;167.39999999999418;31.200000000000728;26.5;33.79999999999927;34.099999999998545;41.599999999998545
10/11/2023;23.29999999998836;4.899999999997817;3.099999999998545;3.7999999999992724;6.100000000002183;5.5
14/11/2023;645.6000000000058;123.60000000000218;108.29999999999927;116.20000000000073;141.5;null
15/11/2023;300.1000000000058;53;49.30000000000291;55.29999999999927;69.29999999999927;229.3000000000029
16/11/2023;144;20.200000000000728;28.299999999999272;27.799999999999272;32.89999999999782;34.799999999995634
17/11/2023;175.10000000000582;35.10000000000218;28.299999999999272;27.700000000000728;42.70000000000073;41.099999999998545
18/11/2023;196.60000000000582;37.099999999998545;31.900000000001455;35.29999999999927;43.5;48.80000000000291
19/11/2023;35.30000000001746;9.899999999997817;11.200000000000728;4.19999999999709;3.600000000002183;6.400000000001455
20/11/2023;166.10000000000582;30.799999999999272;29.799999999999272;25.100000000002183;39.29999999999927;41
21/11/2023;191.19999999998254;33;30.5;42.900000000001455;40.70000000000073;44.099999999998545
22/11/2023;200.59999999997672;37.099999999998545;33.39999999999782;38.20000000000073;42.29999999999927;49.599999999998545
23/11/2023;177;24.099999999998545;29.30000000000291;35;43.70000000000073;44.60000000000582
24/11/2023;186.80000000001746;40;34.400000000001455;34.20000000000073;38.400000000001455;39.900000000001455
25/11/2023;197.10000000000582;33.400000000001455;32.599999999998545;37.70000000000073;43;50.400000000001455
26/11/2023;23.699999999982538;10;7.299999999999272;2.399999999997817;1.2000000000007276;2.7999999999956344
27/11/2023;147.70000000001164;21.899999999997817;29.900000000001455;27.299999999999272;38.5;30
28/11/2023;222.39999999999418;42.599999999998545;33.79999999999927;43.70000000000073;51;51.299999999995634
29/11/2023;197.59999999997672;30.599999999998545;34.39999999999782;40.099999999998545;46;46.599999999998545
30/11/2023;200.5;34.400000000001455;31.900000000001455;44.099999999998545;46.60000000000218;43.5
01/12/2023;159.89999999999418;31.599999999998545;31.600000000002183;23;38.10000000000218;35.599999999998545
02/12/2023;157.5;33.39999999999782;33.10000000000218;29.799999999999272;30.299999999999272;30.599999999998545
03/12/2023;109.39999999999418;19.700000000000728;17.900000000001455;22;28;21.69999999999709
04/12/2023;168.29999999998836;23.69999999999709;28.5;32;43.400000000001455;40.5
05/12/2023;210.19999999998254;39.39999999999782;33.80000000000291;43;48.5;45.5
06/12/2023;193.40000000002328;32.39999999999782;33.099999999998545;36.79999999999927;45.5;45.69999999999709
07/12/2023;184.10000000000582;32.30000000000291;30.5;37.89999999999782;40.400000000001455;42.900000000001455
08/12/2023;161.29999999998836;24.5;32;28.599999999998545;37.20000000000073;39
09/12/2023;206.60000000000582;43.900000000001455;31.200000000000728;43.70000000000073;41.30000000000291;46.200000000004366
10/12/2023;54.29999999998836;9.80000000000291;12.600000000002183;8.799999999999272;11.599999999998545;11.5
11/12/2023;170;28.69999999999709;27.400000000001455;36.5;40.79999999999927;36.5
12/12/2023;203.90000000002328;44.099999999998545;30.200000000000728;37.29999999999927;48.39999999999782;43.599999999998545
13/12/2023;209.89999999999418;39.900000000001455;32.39999999999782;43.10000000000218;49.69999999999709;44.80000000000291
14/12/2023;167;24.5;30;38.5;35.60000000000218;38.099999999998545
15/12/2023;197.29999999998836;29;29.5;44;40.400000000001455;54.30000000000291
16/12/2023;214.89999999999418;42;31.900000000001455;40.60000000000218;48.20000000000073;52
17/12/2023;33.5;9.899999999997817;8.799999999999272;5.400000000001455;5.099999999998545;4.400000000001455
18/12/2023;167.29999999998836;29.600000000002183;26.900000000001455;28.099999999998545;45.70000000000073;37.099999999998545
19/12/2023;195.29999999998836;37.69999999999709;28.400000000001455;37.900000000001455;49.5;41.80000000000291
20/12/2023;209.90000000002328;38;30.700000000000728;43;48.29999999999927;49.69999999999709
21/12/2023;206.5;30.5;31.099999999998545;44.900000000001455;46;54
22/12/2023;189.69999999998254;38;28.799999999999272;34.89999999999782;42;46
23/12/2023;190.09999999997672;37;28.600000000002183;34.599999999998545;43.400000000001455;46.19999999999709
24/12/2023;48.79999999998836;10.599999999998545;13.600000000002183;7.900000000001455;8.900000000001455;7.700000000004366
25/12/2023;178.40000000002328;30.80000000000291;28.5;39.5;46.599999999998545;33
26/12/2023;224.79999999998836;43;31.399999999997817;47.20000000000073;46.60000000000218;56.799999999995634
27/12/2023;217.39999999999418;35.5;32.70000000000073;43.20000000000073;50.099999999998545;55.89999999999418
28/12/2023;226.39999999999418;41.79999999999927;34;45.599999999998545;50.20000000000073;54.89999999999418
29/12/2023;229.20000000001164;44.400000000001455;35.39999999999782;46.099999999998545;47.30000000000291;56
30/12/2023;245.10000000000582;50.39999999999782;35.60000000000218;47.099999999998545;51.900000000001455;60
31/12/2023;102.1;14.5;26.4;17.3;22.3;21.7
01/01/2024;3.2999999999883585;1.2000000000007276;2.100000000002183;null;null;null
02/01/2024;172.80000000001746;27.700000000000728;30.899999999997817;25.700000000000728;33.099999999998545;55.5
03/01/2024;198.39999999999418;37.79999999999927;33.900000000001455;38.10000000000218;39.89999999999782;48.69999999999709
04/01/2024;193;29.30000000000291;35.20000000000073;33.900000000001455;41.5;53.200000000004366
05/01/2024;212.09999999997672;49.20000000000073;33.60000000000218;40.79999999999927;38;50.19999999999709
06/01/2024;185.69999999998254;27.5;27.200000000000728;40;44.20000000000073;46.799999999995634
07/01/2024;36;12;7.599999999998545;6.299999999999272;4.799999999999272;5.30000000000291
08/01/2024;179.10000000000582;30.899999999997817;29.799999999999272;40.29999999999927;39.400000000001455;38.80000000000291
09/01/2024;227.70000000001164;43.5;31.400000000001455;45.400000000001455;50.89999999999782;56.5
10/01/2024;208.70000000001164;36.20000000000073;30.900000000001455;40.70000000000073;47.60000000000218;53.400000000001455
11/01/2024;214;40.099999999998545;29.900000000001455;45.60000000000218;43;55.099999999998545
12/01/2024;209.69999999998254;36.89999999999782;30.900000000001455;41.099999999998545;45;55.599999999998545
13/01/2024;138.59999999997672;20.299999999999272;27.600000000002183;26.099999999998545;31.299999999999272;33.30000000000291
14/01/2024;13;3.5;7.399999999997817;null;null;2.099999999998545
15/01/2024;173.29999999998836;31.600000000002183;26.299999999999272;39.10000000000218;40.5;36
16/01/2024;221;41.69999999999709;30.799999999999272;42.79999999999927;46.79999999999927;59
17/01/2024;206.79999999998836;36.20000000000073;32.70000000000073;33.70000000000073;45.900000000001455;58.400000000001455
18/01/2024;182.89999999999418;32.79999999999927;28.900000000001455;37.29999999999927;37.39999999999782;46.700000000004366
19/01/2024;183.10000000000582;33.29999999999927;30.5;34.70000000000073;39.5;45.099999999998545
20/01/2024;187.60000000000582;35.099999999998545;30.899999999997817;36.70000000000073;42.10000000000218;42.900000000001455
21/01/2024;14;6.69999999999709;5.299999999999272;null;null;2
22/01/2024;159.20000000001164;26.100000000002183;26.400000000001455;34.69999999999709;26.899999999997817;45
23/01/2024;225.60000000000582;42.70000000000073;33.69999999999709;49.5;49.30000000000291;50.599999999998545
24/01/2024;207.70000000001164;36.39999999999782;28.599999999998545;44.10000000000218;47.30000000000291;51.19999999999709
25/01/2024;211.60000000000582;45.89999999999782;33.79999999999927;39.900000000001455;44.400000000001455;47.39999999999418
26/01/2024;204;32.29999999999927;31.599999999998545;44.79999999999927;45.5;49.599999999998545
27/01/2024;216.80000000001746;42.79999999999927;32.29999999999927;44.099999999998545;49.80000000000291;47.599999999998545
28/01/2024;31.800000000017462;7.30000000000291;10.200000000000728;4.5;3.599999999998545;6.100000000005821
29/01/2024;132.39999999999418;27.099999999998545;28.5;14.399999999997817;37.099999999998545;25.099999999998545
30/01/2024;155.60000000000582;38.69999999999709;31.599999999998545;30.299999999999272;47.099999999998545;8.099999999998545
31/01/2024;135.89999999999418;10.100000000002183;30.600000000002183;28;37.19999999999709;30
01/02/2024;128.90000000002328;21.799999999999272;31;18.299999999999272;34.5;23.30000000000291
02/02/2024;167.5;18.80000000000291;31.700000000000728;32.29999999999927;37.900000000001455;46.80000000000291
03/02/2024;199.20000000001164;26;34.70000000000073;41.70000000000073;48.5;48.400000000001455
04/02/2024;66.89999999999418;1.5999999999985448;-21007.6;14.099999999998545;18;16.799999999995634
05/02/2024;null;17.099999999998545;5;31.700000000000728;47.5;37.400000000001455
06/02/2024;119.39999999999418;19.599999999998545;21088.699999999997;44.5;49.599999999998545;48.69999999999709
07/02/2024;200.60000000000582;39.69999999999709;30.400000000001455;38.79999999999927;45.5;46.099999999998545
08/02/2024;215.20000000001164;32.5;33;45.70000000000073;51.200000000004366;52.599999999998545
09/02/2024;202.10000000000582;26.100000000002183;30.700000000000728;45.70000000000073;46.5;53.099999999998545
10/02/2024;215;33.5;30.5;45.20000000000073;50.5;55
11/02/2024;41.19999999998254;8.30000000000291;7.599999999998545;9.299999999999272;8.099999999998545;7.900000000001455
12/02/2024;173.39999999999418;21.099999999998545;29.200000000000728;32.60000000000218;41.900000000001455;48.599999999998545
13/02/2024;213.10000000000582;18;31.30000000000291;48.79999999999927;48.30000000000291;66.5
14/02/2024;203.39999999999418;12.600000000002183;31;47;49.599999999998545;63.099999999998545
15/02/2024;167.30000000001746;15.899999999997817;25.5;34.599999999998545;40;51.19999999999709
16/02/2024;234;43.599999999998545;32.70000000000073;44.099999999998545;50.599999999998545;63.099999999998545
17/02/2024;225.20000000001164;25.799999999999272;33.5;46.20000000000073;53.299999999995634;66.29999999999563
18/02/2024;60.30000000001746;1.2000000000007276;10.599999999998545;14;17.599999999998545;16.900000000001455
19/02/2024;158.39999999999418;19.600000000002183;24.900000000001455;41.900000000001455;47.30000000000291;24.700000000004366
20/02/2024;214.70000000001164;15.5;31.799999999999272;49.70000000000073;52.099999999998545;65.59999999999854
21/02/2024;217.20000000001164;30.399999999997817;29;45.20000000000073;48.69999999999709;64.10000000000582
22/02/2024;204.89999999999418;30;26.299999999999272;42.70000000000073;44.900000000001455;61
23/02/2024;245.39999999999418;44.60000000000218;32.099999999998545;48.5;54.700000000004366;65.19999999999709
24/02/2024;225;32.69999999999709;31.299999999999272;47.400000000001455;53.5;60.400000000001455
25/02/2024;70.80000000001746;4.799999999999272;16.100000000002183;15.5;18.5;15.80000000000291
26/02/2024;140.59999999997672;25.700000000000728;26.399999999997817;34.599999999998545;35.80000000000291;17.900000000001455
27/02/2024;224.39999999999418;36.79999999999927;32.599999999998545;47;49.200000000004366;58.900000000001455
28/02/2024;189.39999999999418;24.100000000002183;31.900000000001455;39.5;42.39999999999418;51.5
29/02/2024;191.80000000001746;35.70000000000073;32.69999999999709;34;41.80000000000291;47.80000000000291
01/03/2024;174.60000000000582;35;28.700000000000728;34.400000000001455;32.700000000004366;43.799999999995634
02/03/2024;224.60000000000582;39.900000000001455;30.599999999998545;48.70000000000073;46.69999999999709;58.5
03/03/2024;62.40000000002328;7;21.200000000000728;11.200000000000728;10.89999999999418;12.099999999998545
04/03/2024;101.2;14.2;16;18.3;24;28.8